",""Id"",""Fuente"",""Fecha_Registro"",""Seccion"",""Titulo"",""Fecha_Dia"",""Dia""";;;;;;;
"8679,""85623"",""EMOL"",""2016-10-03 10:33:08"",""Tendencias"",""Politicos japoneses ";embarazados; llaman a los hombres a participar en las tareas domesticas ;" Emol.com"",2016-10-03,""lunes""";;;;
"8680,""85624"",""LA TERCERA"",""2016-10-03 10:36:22"",""entretencion"",""Lunes de comedia: Nuevas temporadas de las series Warner"",2016-10-03,""lunes""";;;;;;;
"8681,""85625"",""DF"",""2016-10-03 10:48:02"",""Empresas"",""Universidad Catolica de Chile obtiene su patente numero 100"",2016-10-03,""lunes""";;;;;;;
"8682,""85626"",""EMOL"",""2016-10-03 10:51:04"",""Deportes"",""Vidal se desmarca de Sanchez y Vargas y vuelve a insistir con que son ";Bicampeones de America; ;" Emol.com"",2016-10-03,""lunes""";;;;
"8683,""85627"",""LA TERCERA"",""2016-10-03 10:51:28"",""deportes"",""Nueva Copa Libertadores: Chile gano un cuarto cupo"",2016-10-03,""lunes""";;;;;;;
"8684,""85628"",""LA TERCERA"",""2016-10-03 10:52:30"",""deportes"",""Vidal repite la idea: 'Alla vamos Bicampeones'"",2016-10-03,""lunes""";;;;;;;
"8685,""85629"",""LA TERCERA"",""2016-10-03 10:53:32"",""mundo"",""Temer llega a Argentina en su primera visita oficial"",2016-10-03,""lunes""";;;;;;;
"8686,""85630"",""LA TERCERA"",""2016-10-03 10:54:34"",""entretencion"",""Aerosmith: El sentido del espectaculo"",2016-10-03,""lunes""";;;;;;;
"8687,""85631"",""LA TERCERA"",""2016-10-03 10:55:36"",""politica"",""#LTenVivo: ¿Por que el 96 de los candidatos a alcalde no se han incorporado al portal de transparencia?"",2016-10-03,""lunes""";;;;;;;
"8688,""85632"",""LA TERCERA"",""2016-10-03 10:56:21"",""nacional"",""Crisis en el Sename: Trabajadores se movilizan solicitando salida del director regional de Valparaiso"",2016-10-03,""lunes""";;;;;;;
"8689,""85633"",""EMOL"",""2016-10-03 11:01:04"",""Economia"",""Enagro comienza con criticas del presidente de la SNA a las reformas del Gobierno ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8690,""85634"",""EMOL"",""2016-10-03 11:06:04"",""Deportes"",""El duro y desafiante recibimiento que tuvo Jean Beausejour en su regreso al Monumental ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8691,""85635"",""LA TERCERA"",""2016-10-03 11:06:22"",""politica"",""Caso Corpesca: Formalizan a la empresa por soborno como persona juridica"",2016-10-03,""lunes""";;;;;;;
"8692,""85636"",""EMOL"",""2016-10-03 11:11:04"",""Nacional"",""Alumna de Diseno es la carta del PC para intentar recuperar la FECh despues de 5 anos ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8693,""85637"",""EMOL"",""2016-10-03 11:12:06"",""Tecnologia"",""A un dia de su estreno, filtran todos los detalles de los nuevos telefonos de Google ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8694,""85638"",""EMOL"",""2016-10-03 11:13:08"",""Nacional"",""La Moneda reforzara llamado a la responsabilidad fiscal ante criticos del Presupuesto 2017 ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8695,""85639"",""DF"",""2016-10-03 11:15:09"",""Empresas"",""Atakama Outdoor: Camping ligero y con sentido social"",2016-10-03,""lunes""";;;;;;;
"8696,""85640"",""LA TERCERA"",""2016-10-03 11:21:22"",""entretencion"",""Westworld: Creadores analizan la nueva serie de HBO"",2016-10-03,""lunes""";;;;;;;
"8697,""85641"",""EMOL"",""2016-10-03 11:26:04"",""Espectaculos"",""Ben Affleck defiende el tono oscuro de ";Batman vs. Superman: El origen de la Justicia; ;" Emol.com"",2016-10-03,""lunes""";;;;
"8698,""85642"",""EMOL"",""2016-10-03 11:27:07"",""Nacional"",""Las contradictorias versiones de la madre de la pareja de Garay en los programas de TV que llegaron a Rumania ";" Emol.com"",2016-10-03,""lunes""";;;;;;
